word_en,word_fr,concept_id
consumerism,consumérisme,n05995220
container,container,n03094503
contour,contour,n05851517
contour,contour,n06801580
contour,contour,v01689752
contraband,contrebande,a01402580
contraband,contrebande,n03096273
contrast,contraster,n00651813
contrast,contraster,n05126362
contrast,contraster,n05711084
contrast,contraster,n05748786
contrast,contraster,n13855627
contrast,contraster,v00661213
contrast,contraster,v02666882
contretemps,contretemps,n00959645
contusion,contusion,n14288871
convalescent,convalescent,a02543598
conversation,conversation,n07133701
cool,cool,a00530772
cool,cool,a00971660
cool,cool,a01914250
cool,cool,a02529945
cool,cool,a02532200
cool,cool,n04904162
cool,cool,n05016001
cool,cool,v00370126
coprolalia,coprolalie,n14503528
copt,copte,n09681234
copt,copte,n09700706
copy,copie,n03104594
copy,copie,n06390512
copy,copie,n06505517
copy,copie,n06676109
copyright,copyright,n06473168
copyright,copyright,v02239533
cor anglais,cor anglais,n03288742
corgi,corgi,n02112826
coriander,coriandre,n07817315
coriander,coriandre,n07817465
coriander,coriandre,n12936469
correct,correct,a00631391
correct,correct,a00633410
correct,correct,a01879261
correct,correct,a01879464
correct,correct,v00199659
corridor,corridor,n03112099
corruption,corruption,n00159396
corruption,corruption,n00272448
corruption,corruption,n04850996
corruption,corruption,n04853948
corruption,corruption,n13453640
corruption,corruption,n14561102
cortege,cortège,n08429167
corvee,corvée,n00621326
corvette,corvette,n03113035
cosmetic,cosmétique,a00070111
cosmetic,cosmétique,a01091234
cosmetic,cosmétique,n03113152
costume,costume,n03113657
costume,costume,n03113835
costume,costume,n03114041
costume,costume,n03114236
costume,costume,v00051761
costume,costume,v02337545
costumier,costumier,n09968259
coterie,coterie,n08240633
couchette,couchette,n03116008
cougar,cougar,n02125311
coulomb,coulomb,n13636648
coup de main,coup de main,n01246541
coup,coup,n00065336
coup,coup,n01145015
coupon,coupon,n05822001
coupon,coupon,n06518068
courgette,courgette,n07716358
courgette,courgette,n12159804
courtesan,courtisane,n10370603
couscous,couscous,n07701597
couscous,couscous,n07937461
couture,couture,n00618642
couvade,couvade,n00413904
couverture,couverture,n07603930
cover girl,covergirl,n09972458
cowboy,cow-boy,n09972661
cowboy,cow-boy,n09972946
cowboy,cow-boy,n09973072
coy,coi,a00252310
coy,coi,a00701894
coy,coi,a01538118
crash,crash,n07478874
crawl,crawl,n00570366
crawl,crawl,v01961974
creation,création,n00240184
creation,création,n00908492
creation,création,n03129123
creation,création,n07328942
creation,création,n09466280
credibility,crédibilité,n04782878
crepe,crêpe,n07641138
cretin,crétin,n10197525
crevasse,crevasse,n09259677
crinoline,crinoline,n03132666
crinoline,crinoline,n03132776
crinoline,crinoline,n03534580
critique,critique,n05734018
critique,critique,n06410391
critique,critique,v00855512
crochet,crochet,n03132879
croissant,croissant,n07691650
croquette,croquette,n07866015
cross country,cross-country,n07460793
crosse,crosse,n03136657
croupier,croupier,n09980985
crouton,croûton,n07682197
crusade,croisade,n00968715
crusade,croisade,v01093944
crusade,croisade,v02589576
cubeb,cubèbe,n13150178
cubism,cubisme,n08466175
cuirassier,cuirassier,n09982277
cuisine,cuisine,n07571324
culinary,culinaire,a02707659
culotte,culotte,n03146777
cult,culte,n05751173
cult,culte,n08151490
cuneiform,cunéiforme,a03144955
cupidity,cupidité,n04945758
curettage,curettage,n00669481
curette,curette,n03149810
curie,curie,n13645599
curler,curleur,n03150232
curling,curling,a01030289
curling,curling,n00461611
curry,curry,n07823951
curry,curry,v00045639
curry,curry,v00516294
curry,curry,v02192225
cursor,curseur,n03150795
cutlet,côtelette,n07654886
cyclostome,cyclostome,n01477080
cystocele,cystocèle,n14296966
dadaism,dadaïsme,n08466412
danse macabre,danse macabre,n00542149
date,date,n07765073
date,date,n09992538
date,date,n15120223
date,date,n15159583
date,date,n15159819
date,date,n15179888
date,date,v00619183
date,date,v00734927
date,date,v00735389
date,datte,n07765073
date,datte,n08385009
date,datte,n09992538
date,datte,n15120223
date,datte,n15159819
date,datte,n15179888
date,datte,v00619183
date,datte,v00734927
date,datte,v00735389
dauphin,dauphin,n09993122
de rigueur,de rigueur,a00848679
debacle,débâcle,n07365432
debacle,débâcle,n07476623
debacle,débâcle,n11454953
debark,débarquer,v01979241
debridement,débridement,n00669932
debris,débris,n14857897
debug,déboguer,v00200242
debut,début,n00238022
debutante,débutante,n09997834
decadence,décadence,n14440875
decalcomania,décalcomanie,n00935453
decalcomania,décalcomanie,n03167464
decameter,décamètre,n13659419
decametre,décamètre,n13659419
decant,décanter,v02070296
decantation,décantation,n00935608
decapitate,décapiter,v01571354
decapitation,décapitation,n00228181
decapitation,décapitation,n01165224
decilitre,décilitre,n13624026
declamation,déclamation,n07242324
declamation,déclamation,n07242470
declare,déclarer,v00820801
declare,déclarer,v00822367
declare,déclarer,v00965871
declare,déclarer,v00977689
declare,déclarer,v01010118
declare,déclarer,v01010852
declare,déclarer,v02300549
declare,déclarer,v02444555
defeatism,défaitisme,n07542560
defeatist,défaitiste,n09999795
defence,défense,n00823750
defence,défense,n00954311
defence,défense,n01198750
defence,défense,n03171356
defence,défense,n06740644
defence,défense,n07200813
defence,défense,n08064130
defence,défense,n08064523
defence,défense,n08081403
defence,défense,n13459322
defense,défense,n00823750
defense,défense,n00954311
defense,défense,n01198750
defense,défense,n03171356
defense,défense,n06740644
defense,défense,n07200813
defense,défense,n08064130
defense,défense,n08064523
defense,défense,n08081403
defense,défense,n08131530
defense,défense,n13459322
deficit,déficit,n05114371
deficit,déficit,n14449960
deforestation,déforestation,n01262441
deforestation,déforestation,n14519097
defrock,défroquer,v02476731
degustation,dégustation,n00841901
deification,déification,n01029114
deification,déification,n10418577
deification,déification,n14575063
deify,déifier,v00545140
deify,déifier,v00693401
deism,déisme,n06223922
deist,déiste,a02931554
delimit,délimiter,v02611630
delimitate,délimiter,v02611630
demagogic,démagogique,a03060782
demijohn,dame-jeanne,n03174450
demimondaine,demi-mondaine,n10001882
demimonde,demi-monde,n08244895
democrat,démocrate,n10002031
democrat,démocrate,n10002151
democratize,démocratiser,v02533748
democratize,démocratiser,v02533907
demoiselle,demoiselle,n02606384
demoiselle,demoiselle,n09989168
dentist,dentiste,n10004282
department,département,n08114861
department,département,n08548733
departmental,départemental,a03059966
dependant,dépendant,a00047406
dependant,dépendant,a00556174
dependant,dépendant,n10004804
deport,déporter,v02499312
deport,déporter,v02503365
deport,déporter,v02518161
depot,dépôt,n04329190
depot,dépôt,n04412901
deputy,député,n10005280
deputy,député,n10005548
deputy,député,n10005721
deputy,député,n10005934
deracinate,déraciner,v02538553
derby,derby,n02881757
derriere,derrière,n05559256
desert,désert,a01243102
desert,désert,n08505573
desert,désert,v00614057
desert,désert,v02584097
desert,déserter,a01243102
desert,déserter,n08505573
desert,déserter,v02584097
designer,designer,n09972157
designer,designer,n10007809
dessert,dessert,n07609840
destroyer,destroyer,n03180504
destroyer,destroyer,n10008716
detail,détail,n05817845
detail,détail,n07137807
detail,détail,n08243081
detail,détail,n08404549
detail,détail,n13809920
detail,détail,v00678105
detail,détail,v00956250
detergent,détergent,a02118181
detergent,détergent,n03181899
detergent,détergent,n15097017
deterioration,détérioration,n13464204
deterioration,détérioration,n14561618
determinant,déterminant,a00684782
determinant,déterminant,n05692419
determinant,déterminant,n08269396
detonation,détonation,n00377686
detonation,détonation,n07308563
deuce,deux,n13743269
develop,développer,v00094460
develop,développer,v00171852
develop,développer,v00234057
develop,développer,v00252019
develop,développer,v00253761
develop,développer,v00339464
develop,développer,v00342980
develop,développer,v00402130
develop,développer,v00411020
develop,développer,v00543410
develop,développer,v00545557
develop,développer,v00925873
develop,développer,v01074509
develop,développer,v01074701
develop,développer,v01469623
develop,développer,v01627947
develop,développer,v01738597
develop,développer,v01738774
develop,développer,v02138766
develop,développer,v02624263
development,développement,n00250259
development,développement,n07423560
development,développement,n08549070
development,développement,n13464557
development,développement,n13464820
development,développement,n13489037
deviance,déviance,n00737399
deviance,déviance,n14503665
diagram,diagramme,n03186399
diagram,diagramme,v01693453
diatonic,diatonique,a00409889
diatonic,diatonique,a02437534
diatribe,diatribe,n07233304
digitigrade,digitigrade,a00751170
diorama,diorama,n03884072
diphthong,diphtongue,n07112364
diplomacy,diplomatie,n04842029
diplomacy,diplomatie,n04890865
diplomacy,diplomatie,n07148573
diplomat,diplomate,n10013927
diplomat,diplomate,n10014658
directive,directive,n07170080
disastrous,désastreux,a01050088
disc,disque,n03208556
disc,disque,n03706653
disc,disque,n03924069
disc,disque,n13875185
discotheque,discothèque,n03206282
discussion,discussion,n07138085
discussion,discussion,n07140659
disinfectant,désinfectant,a02116054
disinfectant,désinfectant,n03208229
disorganise,désorganiser,v02436140
disorganize,désorganiser,v02436140
disperse,disperser,v00968211
disperse,disperser,v01376245
disperse,disperser,v01616608
disperse,disperser,v02028994
disperse,disperser,v02030424
displacement,déplacement,n00197610
displacement,déplacement,n00209446
displacement,déplacement,n00315830
displacement,déplacement,n00330984
displacement,déplacement,n07444668
displacement,déplacement,n13467009
displacement,déplacement,n13467224
disquisition,disquisition,n06410070
distance,distancer,v02683127
distrait,distrait,a00165458
district,district,n08552138
disyllabic,dissyllabique,a02288904
divan,divan,n03214966
divan,divan,n03215076
divan,divan,n06592576
divan,divan,n08311848
divorcee,divorcée,n10020366
doctrinal,doctrinal,a03006225
dogmatic,dogmatique,a00288070
dogmatic,dogmatique,a03061982
dolmen,dolmen,n03220237
dolomite,dolomite,n14673747
dolomite,dolomite,n14838055
dome,dôme,n03220513
dome,dôme,n03220692
dome,dôme,n05539454
dome,dôme,n13872072
dominique,dominique,n01793565
dormition,dormition,n15194194
dose,dose,n02675657
dose,dose,n03225238
dose,dose,n13772106
dose,dose,v00084738
dose,dose,v00516584
dossier,dossier,n06503551
doyen,doyen,n09997068
doyenne,doyenne,n10028541
dozen,douzaine,n13746785
dragoon,dragon,n10029831
dragoon,dragon,v02424533
dragoon,dragon,v02506181
drain,drainer,n01062255
drain,drainer,n03231912
drain,drainer,n03232158
drain,drainer,v00389638
drain,drainer,v00451648
drain,drainer,v01158022
drain,drainer,v02071457
drainage,drainage,n00396029
dramaturgy,dramaturgie,n07006119
dressage,dressage,n00288000
dribble,dribble,n00478647
dribbler,dribbleur,n10033663
dribbler,dribbleur,n10033888
driver,driver,n06574473
drugget,droguet,n03248835
druid,druide,n10036444
dugong,dugong,n02074367
dune,dune,n09270735
duo,duo,n07041451
duo,duo,n07985628
duo,duo,n08247021
duo,duo,n13743605
durian,durian,n07762913
durian,durian,n12190869
dynamic,dynamique,a00041618
dynamic,dynamique,a00808191
dynamic,dynamique,a02979878
dynamic,dynamique,n09179962
dyne,dyne,n13647498
dysphemism,dysphémisme,n06605396
eau de toilette,eau de toilette,n04448070
echinoderm,échinoderme,n02316707
eclair,éclair,n07628691
eclectic,éclectique,a00775486
eclectic,éclectique,n10043024
ecologist,écologiste,n10043163
econometrics,économétrie,n06150449
edition,édition,n05840650
edition,édition,n06590446
edition,édition,n06597204
edition,édition,n07959393
effacement,effacement,n00054328
effective,effectif,a00044132
effective,effectif,a00510644
effective,effectif,a00834198
effective,effectif,a00839225
effigy,effigie,n03265874
effleurage,effleurage,n00659667
efflorescence,efflorescence,n11410527
electricity,électricité,n07514600
electricity,électricité,n11449907
electricity,électricité,n11450566
electrode,électrode,n03274796
ellipse,ellipse,n13878306
embarrass,embarrasser,v01792097
embarrass,embarrasser,v02557199
emblematic,emblématique,a01982186
emblematic,emblématique,a02469119
embonpoint,embonpoint,n05000913
embouchure,embouchure,n03794798
embrasure,embrasure,n03984908
emergence,émergence,n00044455
emergence,émergence,n00050693
emergence,émergence,n07319909
emergence,émergence,n07324673
emery,émeri,n14674143
emigre,émigré,n10051975
emissary,émissaire,n10052694
emollient,émollient,a01153844
emollient,émollient,n03128519
emotion,émotion,n07480068
empennage,empennage,n04384016
emplacement,emplacement,n01051331
employee,employé,n10053808
employer,employeur,n10054657
emulsion,émulsion,n03284482
emulsion,émulsion,n14674584
en garde,en garde,a01630939
en masse,en masse,r00157304
en passant,en passant,r00166375
en route,en route,r00171322
en,en,n13712592
enceinte,enceinte,a00173391
enchant,enchanter,v00776988
enchant,enchanter,v01806505
enchant,enchanter,v01817314
enclave,enclave,n08553132
endorphin,endorphine,n14809057
enfant terrible,enfant terrible,n10057595
enjambment,enjambement,n07085210
ennui,ennui,n07539790
ensemble,ensemble,n07955280
ensemble,ensemble,n08188235
ensemble,ensemble,n08189089
ensile,ensiler,v02283197
entomology,entomologie,n06072275
entourage,entourage,n08429167
entrepreneur,entrepreneur,n10060352
envelopment,enveloppement,n00321956
envisage,envisager,v01636397
envoi,envoi,n06384371
epaulette,épaulette,n03292210
epee,épée,n03292475
epidemic,épidémique,a01426375
epileptic,épileptique,a02945660
epileptic,épileptique,n10062176
epilogue,épilogue,n06398760
epilogue,épilogue,n06398963
episode,épisode,n04173172
episode,épisode,n06396330
episode,épisode,n06621771
episode,épisode,n07289956
epistolary,épistolaire,a01046553
equip,équiper,v00513177
equip,équiper,v02339413
equitable,équitable,a00958151
equitation,équitation,n00450335
erethism,éréthisme,n14093723
erg,erg,n13725726
erotic,érotique,a02132080
escapade,escapade,n00429322
escapade,escapade,n00796315
escargot,escargot,n07782475
escort,escorte,n00827782
escort,escorte,n09863031
espadrille,espadrille,n03297103
espalier,espalier,n03297226
espionage,espionnage,n00654563
esprit de corps,esprit de corps,n04625129
esprit,esprit,n04633716
estragon,estragon,n07821610
estragon,estragon,n11930203
ethnic,ethnique,a01784401
ethnic,ethnique,a02248693
etude,étude,n07043518
eucalyptus,eucalyptus,n12334891
eucalyptus,eucalyptus,n12335351
european,européen,a02968325
european,européen,n09686536
exactitude,exactitude,n04803430
exaltation,exaltation,n01029114
exaltation,exaltation,n07991994
exaltation,exaltation,n08685019
exhale,exhaler,v00004605
exocet,exocet,n03304197
exothermic,exothermique,a00872906
expatriate,expatrier,n10071332
expatriate,expatrier,v00416399
expatriate,expatrier,v02499312
expertise,expertise,n05640729
exploitation,exploitation,n00418903
exploitation,exploitation,n00948206
extern,externe,n10074578
extinction,extinction,n00229934
extinction,extinction,n05758692
extinction,extinction,n07332691
extinction,extinction,n13478342
extinction,extinction,n13963032
extinction,extinction,n14012173
facade,façade,n03313333
facade,façade,n06758698
facet,facette,n05850624
facet,facette,n13913164
facetious,facétieux,a01264913
faience,faïence,n03317788
fait accompli,fait accompli,n00047941
falsify,falsifier,v00201407
falsify,falsifier,v00202236
falsify,falsifier,v00667942
falsify,falsifier,v00835903
falsify,falsifier,v02576921
familial,familial,a02940759
famine,famine,n07315790
famine,famine,n14449865
fan,fan,n10639925
fanfare,fanfare,n06856884
fanfare,fanfare,n06889330
faq,faq,n06491026
farandole,farandole,n00532896
fatigue,fatiguer,v00075021
fatigue,fatiguer,v00076114
faubourg,faubourg,n08555102
fauvism,fauvisme,n08467871
fauvist,fauviste,n10082423
faux pas,faux pas,n00076196
faux,faux,a01573238
federal,fédéral,a01106129
federation,fédération,n01153305
federation,fédération,n08303275
federation,fédération,n08303504
femme fatale,femme fatale,n10055410
fer-de-lance,fer de lance,n01758141
ferry,ferry,n01106587
ferry,ferry,n03329663
ferry,ferry,v01949218
ferry,ferry,v01949435
ferry,ferry,v01949674
festive,festif,a01367431
festoon,feston,n03330274
festoon,feston,n03330441
festoon,feston,n03330665
festoon,feston,v01680267
fete,fête,n07449862
fetish,fétiche,n01207342
fetish,fétiche,n08152507
fiber,fibre,n03331244
fiber,fibre,n14866889
fibre,fibre,n03331244
fibre,fibre,n14866889
fichu,fichu,n03332173
figurine,figurine,n03336459
filibuster,flibustier,n01068012
filibuster,flibustier,n10087868
filibuster,flibustier,v02466496
film,film,n03338648
film,film,n03339296
film,film,n06262567
film,film,n06613686
film,film,v01711965
filtration,filtration,n00191980
filtration,filtration,n13480667
financier,financier,n10090020
financier,financier,v02416955
firm,firme,n08059870
fitness,fitness,n14546432
flageolet,flageolet,n03355468
flageolet,flageolet,n07727741
flambeau,flambeau,n03356446
flamboyant,flamboyant,n12494794
flan,flan,n07611267
flannel,flanelle,n03356982
flannel,flanelle,n03357081
flannel,flanelle,n04554523
flash,flash,n03358172
flash,flash,n03358380
flash,flash,n04953186
flash,flash,n05808442
flash,flash,n06682494
flash,flash,n06874930
flash,flash,n07287088
flash,flash,n07412092
flash,flash,v00424691
flash,flash,v00424869
flash,flash,v00929509
flash,flash,v01335461
flash,flash,v02061495
flash,flash,v02138611
flash,flash,v02141973
flash,flash,v02159890
fleur-de-lis,fleur de lys,n03362890
flirt,flirt,n00512522
flirt,flirter,n00512522
flirt,flirter,n09965134
flirt,flirter,v01037910
floc,floc,n14585960
floral,floral,a01788705
floral,floral,a02847619
floral,floral,a02847786
flutist,flûtiste,n10098245
foie gras,foie gras,n07858197
folklore,folklore,n05985602
fondue,fondue,n07867421
fondue,fondue,n07867883
fontanelle,fontanelle,n05545212
football,football,n00468480
football,football,n03378765
format,format,n04677385
format,format,n06636806
formation,formation,n00237078
formation,formation,n00925207
formation,formation,n00927516
formation,formation,n03385117
formation,formation,n08426461
formation,formation,n09287968
formation,formation,n13483488
forum,forum,n03386420
forum,forum,n08309754
fossil,fossile,a02730982
fossil,fossile,n09284589
fossil,fossile,n10022908
foulard,foulard,n03386726
foundry,fonderie,n03387653
fractal,fractal,n05931152
fragrance,fragrance,n04980463
framboise,framboise,n12656369
franc,franc,n13662190
francium,francium,n14637864
frangipane,frangipane,n07623475
frank,franc,a00764484
frank,franc,a01619379
frank,franc,n07676602
frank,franc,n09688804
frank,franc,v00894080
frank,franc,v01274104
frigate,frégate,n03397266
frigate,frégate,n03397412
frimaire,frimaire,n15176319
frippery,friperie,n02774502
frisbee,frisbee,n03397947
frisson,frisson,n07520112
fructidor,fructidor,n15177705
fruiterer,fruitier,n10113997
fugue,fugue,n07043675
fugue,fugue,n14030291
fugue,fugue,n14394479
funk,funk,n14404610
furtive,furtif,a02088974
fuse,fusée,n03407122
fusee,fusée,n03407122
fuselage,fuselage,n03408054
fusilier,fusilier,n10116579
gadget,gadget,n02729965
gaffe,gaffe,n00076196
gaiety,gaieté,n07529245
gaiter,guêtre,n03410938
gaiter,guêtre,n03411079
gaiter,guêtre,n04269822
gala,gala,n00518669
gallicism,gallicisme,n07081646
galois theory,théorie de galois,n06017334
gang,gang,n03415363
gang,gang,n08242799
gang,gang,n08244062
gang,gang,n08273843
gang,gang,v01089737
garage,garage,n03416489
garage,garage,n03416640
garage,garage,v02282946
gastronome,gastronome,n10061656
gastronomy,gastronomie,n00936296
gastronomy,gastronomie,n07572206
gateau,gâteau,n07631834
gauche,gauche,a00851329
gaul,gaule,n09688487
gaul,gaule,n09708648
gauze,gaze,n03429914
gauze,gaze,n03430091
gavage,gavage,n01058291
gazelle,gazelle,n02423022
gean,guigne,n12642600
gel,gélatine,n03432668
gelatin,gélatine,n03432668
gelatin,gélatine,n07643981
gelatin,gélatine,n14730553
gelatine,gélatine,n14730553
gendarme,gendarme,n10123122
gendarmerie,gendarmerie,n08210254
genealogical,généalogique,a03067329
genie,génie,n09544433
genre,genre,n03434943
genre,genre,n05845332
genre,genre,n07092158
gentile,gentil,n09679028
geode,géode,n09287817
geodesy,géodésie,n06120881
gerbil,gerbille,n02343772
gerbille,gerbille,n02343772
germander,germandrée,n12869478
germinal,germinal,n15176937
gibbon,gibbon,n02483362
gigolo,gigolo,n10129464
gigot,gigot,n07668588
gigue,gigue,n07055805
gin,gin,n00496877
gin,gin,n03115525
gin,gin,n04248851
gin,gin,n07904395
gin,gin,v01481027
gin,gin,v01557517
glacial,glacial,a01252151
glacial,glacial,a01258264
glacial,glacial,a02736015
glacier,glacier,n09289331
globule,globule,n09289709
gluten,gluten,n07570237
glycerin,glycérine,n14885684
glycogen,glycogène,n14795749
glyph,glyphe,n03442164
gnome,gnome,n07153385
gnome,gnome,n09541125
gnomic,gnomique,a02849475
gnomon,gnomon,n03442597
goitre,goitre,n14199477
googol,gogol,n13598408
gourmand,gourmand,n10132988
gourmet,gourmet,n10061656
gradation,gradation,n01003729
gradation,gradation,n07112282
grade,grade,n05068716
grade,grade,n05132045
grade,grade,n14428160
gram,gramme,n13723712
grand mal,grand mal,n14083368
grand prix,grand prix,n07459066
grandiose,grandiose,a01285713
grandiose,grandiose,a01850288
gratitude,gratitude,n07504343
grave,grave,a00651039
grave,grave,a01278423
grave,grave,a02119213
grebe,grèbe,n02050004
grenade,grenade,n03458271
grenadine,grenadine,n07860331
grill,gril,n03459914
grimace,grimace,n06877578
grimace,grimace,v00034288
grimoire,grimoire,n06422032
griot,griot,n10147352
grippe,grippe,n14122497
grisaille,grisaille,n03460526
group,groupe,n00031264
group,groupe,n06016853
group,groupe,n14621446
group,groupe,v00656576
group,groupe,v01089878
gruyere,gruyère,n07855105
gueridon,guéridon,n03465426
guilloche,guilloche,n03466947
guillotine,guillotine,n03467068
guillotine,guillotine,n06667027
guillotine,guillotine,v01571538
guinea,guinée,n09716439
gulf,golfe,n04753060
gulf,golfe,n09296053
gulf,golfe,n09296121
gymnosophist,gymnosophiste,n10153724
gynecology,gynécologie,n06050901
gyroscope,gyroscope,n03473227
hadal,hadal,a02974393
ha-ha,haha,n04356423
ha-ha,haha,n07127911
hall,hall,n02715513
halloween,halloween,n15191233
hamburger,hamburger,n07664007
hamburger,hamburger,n07697100
handicap,handicap,n14548343
hangar,hangar,n02687821
harangue,harangue,n07242912
harlequinade,arlequinade,n00513401
harmonium,harmonium,n03494537
hautbois,hautbois,n03838899
haute couture,haute couture,n05751063
hauteur,hauteur,n04887912
haversack,havresac,n02769748
hectare,hectare,n13613985
helicopter,hélicoptère,n03512147
hellenism,hellénisme,n05956489
heritage,héritage,n00083585
heritage,héritage,n04921011
heritage,héritage,n05669797
heritage,héritage,n13262913
heroism,héroïsme,n04857738
herpetology,herpétologie,n06072776
hip-hop,hip hop,n07064055
hippodrome,hippodrome,n03522003
historian,historien,n10177150
hobby,hobby,n00432689
hobby,hobby,n01612476
hobby,hobby,n03523633
hockey,hockey,n00463543
hockey,hockey,n00467995
holocaust,holocauste,n01245318
horizontal,horizontal,a01232635
horizontal,horizontal,n13828681
hors de combat,hors de combat,null
hospitality,hospitalité,n06631506
hot dog,hot-dog,n07676602
hot dog,hot-dog,n07697537
hot dog,hot-dog,n10187710
hotel,hôtel,n03542333
hotelier,hôtelier,n10187990
huguenot,huguenot,n10191089
humid,humide,a02549393
hussar,hussard,n10194341
hut,hutte,n03547054
hut,hutte,n03550153
hydrate,hydrate,n14910440
hydrate,hydrate,v00214020
hydrate,hydrate,v00214268
hydrate,hydrate,v00214407
hydraulic,hydraulique,a03073751
hydraulic,hydraulique,a03073888
hydrogen,hydrogène,n14640434
hygiene,hygiène,n06051380
hygiene,hygiène,n14495080
hygienic,hygiénique,a02113191
hygrometer,hygromètre,n03554460
hymen,hymen,n05521934
hypertrophy,hypertrophie,n14366759
hypertrophy,hypertrophie,v00094153
iamb,iambe,n07095280
iceberg,iceberg,n07724269
iceberg,iceberg,n09308572
iconoclast,iconoclaste,n10196845
ideal,idéal,a00012689
ideal,idéal,a01751201
ideal,idéal,a02745284
ideal,idéal,n05923696
ideal,idéal,n10325243
idealise,idéaliser,v00624967
idealise,idéaliser,v00692907
idealist,idéaliste,n10196965
identify,identifier,v00618451
identify,identifier,v00618878
identify,identifier,v00652346
identify,identifier,v00691944
identify,identifier,v00714531
identify,identifier,v01026095
ideologue,idéologue,n10197392
ideology,idéologie,n05779568
ideology,idéologie,n06212839
ides,ides,n15173974
idiocy,idiotie,n05646926
idiolect,idiolecte,n07156693
ignominy,ignominie,n14440137
illegal,illégal,a01401854
illegality,illégalité,n04810327
illicit,illicite,a01403760
illinois,illinois,n06910134
illinois,illinois,n09657615
immanence,immanence,n13957974
impasse,impasse,n02851540
impasse,impasse,n14015361
impermeability,imperméabilité,n04941942
impermeable,imperméable,a01772609
impersonal,impersonnel,a01615625
impersonal,impersonnel,a01769565
implantation,implantation,n00677808
implantation,implantation,n01052618
implantation,implantation,n13496286
implement,implémenter,v00486018
implement,implémenter,v02408965
implement,implémenter,v02560164
implore,implorer,v00759269
impossible,impossible,a01823092
impossible,impossible,a02418692
impossible,impossible,a02436025
impossible,impossible,n05792446
impressionist,impressionniste,a02747466
impressionist,impressionniste,n10201956
impromptu,impromptu,a01845451
impromptu,impromptu,n07239788
impromptu,impromptu,n07239927
impromptu,impromptu,r00088655
improvisation,improvisation,n00099588
improvisation,improvisation,n00178832
improvisation,improvisation,n03565402
impute,imputer,v00726300
impute,imputer,v00726784
inaction,inaction,n14010148
inactive,inactif,a00033574
inactive,inactif,a00035074
inactive,inactif,a00036481
inactive,inactif,a00037757
inactive,inactif,a00039592
inactive,inactif,a00040685
inactive,inactif,a00043125
inactive,inactif,a01660857
inactive,inactif,a01929802
inalienable,inaliénable,a00093810
inalienable,inaliénable,a00694483
inapplicability,inapplicabilité,n13796053
incitation,incitation,n01261490
incitation,incitation,n09184975
incompatible,incompatible,a00508192
incompatible,incompatible,a00509206
incompatible,incompatible,a00509896
incompatible,incompatible,a00561036
incompatible,incompatible,a00562909
incompatible,incompatible,a00578523
incompatible,incompatible,a00623565
incompatible,incompatible,a01487352
incompatible,incompatible,a02382572
incompetent,incompétent,a00052246
incompetent,incompétent,a00512261
incompetent,incompétent,a01128103
incompetent,incompétent,a02229324
incompetent,incompétent,n10202363
indecision,indécision,n04866866
indecision,indécision,n05699172
independent,indépendant,a00727564
independent,indépendant,a00730215
independent,indépendant,a00731606
independent,indépendant,a01062393
independent,indépendant,n10110421
independent,indépendant,n10337488
industrial,industriel,a01188648
industrial,industriel,a01301624
industrial,industriel,a02556901
industrial,industriel,a02748635
industrialize,industrialiser,v00500356
industry,industrie,n00923444
industry,industrie,n04865114
industry,industrie,n08065234
inestimable,inestimable,a00302436
inexperience,inexpérience,n05988956
infrastructure,infrastructure,n03569964
infrastructure,infrastructure,n03570372
ingot,lingot,n03570526
initiative,initiative,n00239230
initiative,initiative,n04836074
injection,injection,n00322634
injection,injection,n00697365
injection,injection,n14849215
injustice,injustice,n00744616
injustice,injustice,n04854389
insane,insane,a02572038
insecticide,insecticide,n14919948
insipid,insipide,a02399595
insolation,insolation,n14204586
insouciant,insouciant,a00545746
institute,institut,n08407330
institute,institut,v01618547
integration,intégration,n00871418
integration,intégration,n01202415
integration,intégration,n01237415
intensity,intensité,n04975340
intensity,intensité,n04990220
intensity,intensité,n05036394
intensity,intensité,n05099796
inter,enterrer,v02456493
intern,interne,n10211203
internet,internet,n03580615
intimidation,intimidation,n01222477
intimidation,intimidation,n07254057
intimidation,intimidation,n07523760
intimidation,intimidation,n07542881
intolerance,intolérance,n04642746
intolerance,intolérance,n06205154
intonation,intonation,n00544842
intonation,intonation,n01254685
intonation,intonation,n01254978
intonation,intonation,n07084166
intransigent,intransigeant,a01024812
intrepid,intrépide,a00250119
intrigue,intrigue,n05908520
intrigue,intrigue,n13931356
intrigue,intrigue,v00707956
intrigue,intrigue,v02678839
introit,introït,n07040413
inventory,inventaire,n01011425
inventory,inventaire,n04321534
inventory,inventaire,n06492664
invest,investir,v02271137
invest,investir,v02384275
invest,investir,v02386388
invest,investir,v02386675
invest,investir,v02474239
iodine,iode,n04439305
iodine,iode,n14641397
ion,ion,n09315159
irascible,irascible,a00114921
irascible,irascible,a01135914
iroquois,iroquois,n06916803
iroquois,iroquois,n09657887
irreligion,irréligion,n04828612
irreproachable,irréprochable,a01320705
isotherm,isotherme,n08590172
jabot,jabot,n03588841
jacobin,jacobin,n10218802
jacuzzi,jacuzzi,null
janissary,janissaire,n10219380
janissary,janissaire,n10219453
jargoon,jargon,n14924915
jasmine,jasmin,n12306717
jazz,jazz,n07060976
jazz,jazz,n07062697
jazz,jazz,n07136711
jazz,jazz,v01725734
