word_en,word_fr,concept_id
je ne sais quoi,je ne sais quoi,n03595179
jean,jean,n03175189
jean,jean,n03594734
jeep,jeep,n03594945
jeremiad,jérémiade,n07211374
jet,jet,n03387926
jet,jet,n07436100
jet,jet,n14925378
job,job,n00582388
job,job,n06572482
job,job,n10222949
jogging,jogging,n00628390
joie de vivre,joie de vivre,n07491895
joint,joint,n03600806
joint,joint,n03600977
joint,joint,n13911151
jonquil,jonquille,n12421917
jonquil,jonquille,n12422129
journalism,journalisme,n00611674
journalism,journalisme,n06266417
jovial,jovial,a01367651
jujube,jujube,n07765999
jungle,jungle,n08478171
jungle,jungle,n08509111
jury,jury,n08414119
jury,jury,n08414807
juxtapose,juxtaposer,v01501960
kaolin,kaolin,n14670639
keepsake,keepsake,n03610270
kepi,képi,n03610682
ketchup,ketchup,n07822197
kidnap,kidnapper,v01471043
kidnapping,kidnapping,n00775702
kilogram,kilogramme,n13724582
kilometre,kilomètre,n13659760
kiosk,kiosque,n02873839
kirsch,kirsch,n07904072
klaxon,klaxon,n03622058
la,la,n06868986
la,la,n14643118
label,label,n06851516
lactose,lactose,n14929462
lagoon,lagune,n09328746
lagune,lagune,n09328746
laissez-faire,laissez-faire,a00297897
lake,laque,n09328904
lakh,lakh,n13751404
lamasery,lamaserie,n03635032
langouste,langouste,n01984695
langouste,langouste,n07793260
langoustine,langoustine,n07793521
lapin,lapin,n14765324
largess,largesse,n04832716
largess,largesse,n13265749
laser,laser,n03643253
lassitude,lassitude,n05042138
lassitude,lassitude,n07484109
lassitude,lassitude,n14014990
latitude,latitude,n05127640
latitude,latitude,n08595531
latitude,latitude,n08595720
latitude,latitude,n13995148
lazaret,lazaret,n03650803
le,le,n14221138
leader,leader,n09623038
leadership,leadership,n01256417
leadership,leadership,n05617310
leadership,leadership,n14433361
lecithin,lécithine,n14680040
legionnaire,légionnaire,n10253703
legume,légume,n07708798
legume,légume,n11747468
legume,légume,n11748002
lettre de cachet,lettre de cachet,n06548110
levant,levant,n14763218
lever,levier,n03659292
lever,levier,n03659686
lever,levier,n03659809
lever,levier,v01593254
levitation,lévitation,n00324699
levitation,lévitation,n07363067
levitation,lévitation,n11408733
lexicographer,lexicographe,n10256080
liaison,liaison,n06261260
liaison,liaison,n13931889
liana,liane,n13120211
liberalism,libéralisme,n05995576
liberalism,libéralisme,n06218623
liberation,libération,n00095502
liberation,libération,n00787832
libertarianism,libertarianisme,n06219185
limousine,limousine,n03670208
lingerie,lingerie,n03673450
lipase,lipase,n14938687
lipid,lipide,n14938907
liqueur,liqueur,n07907943
literary,littéraire,a01045518
literary,littéraire,a01421368
literary,littéraire,a02830501
litre,litre,n13624190
litter,litière,n02820432
lobe,lobe,n03680734
lobe,lobe,n05493303
lobe,lobe,n07005523
lobe,lobe,n13161506
locomotion,locomotion,n00283127
locomotion,locomotion,n04773596
locomotive,locomotive,a02994448
locomotive,locomotive,n03684823
logistic,logistique,a02986218
logistics,logistique,n01060745
loir,loir,n02352932
lorgnette,lorgnette,n03690168
loupe,loupe,n03692522
lucerne,luzerne,n12549420
lucrative,lucratif,a01871774
luthier,luthier,n10277509
luxe,luxe,a00850053
lymph,lymphe,n05404074
macabre,macabre,a00195684
macaque,macaque,n02487347
machination,machination,n05908520
machinery,machinerie,n03701640
machinery,machinerie,n08434029
machinist,machiniste,n10279018
macro,macro,a01388928
macro,macro,n06586886
madame,madame,n10279778
mademoiselle,mademoiselle,n02595339
magazine,magazine,n02973017
magazine,magazine,n03704038
magazine,magazine,n03704210
magazine,magazine,n03704376
magazine,magazine,n06595351
magazine,magazine,n08063303
majuscule,majuscule,a01467919
majuscule,majuscule,n06824227
malacology,malacologie,n06073067
maladroit,maladroit,a00063277
malay,malais,a03083069
malay,malais,n06938887
malay,malais,n09712696
management,management,n08381165
mandarin,mandarine,n07747951
mandarin,mandarine,n10289671
mandarin,mandarine,n10289766
mandarin,mandarine,n10289863
mandarin,mandarine,n12709901
mandolin,mandoline,n03716966
mandrel,mandrin,n04277493
manganese,manganèse,n14644654
mangrove,mangrove,n12345899
maniac,maniaque,a02076416
maniac,maniaque,n10276764
manicure,manucure,n00660783
manicure,manucure,v00042479
manicure,manucure,v00042641
mannequin,mannequin,n03717921
mannequin,mannequin,n10291240
manometer,manomètre,n03718335
mansard,mansarde,a01221875
mansard,mansarde,n03718789
marabout,marabout,n02003204
marc,marc,n07904190
mardi gras,mardi gras,n00520059
mardi gras,mardi gras,n15241898
margarine,margarine,n07672914
marge,marge,n07672914
marinate,mariner,v00213544
marionette,marionnette,n04025350
marketing,marketing,n00082081
marketing,marketing,n01112420
marque,marque,n06845599
marquee,marquise,n03723153
marquis,marquis,n10295479
marquise,marquise,n03723153
marquise,marquise,n10293590
martinet,martinet,n10296444
mascot,mascotte,n10297234
masonry,maçonnerie,n00608896
masonry,maçonnerie,n03725717
masonry,maçonnerie,n08235513
masque,masque,n08253450
masquerade,mascarade,n00756194
massage,massage,n00659048
massage,massage,v00064487
massage,massage,v01232738
masseur,masseur,n10298202
masseuse,masseuse,n10298271
massif,massif,n09348460
massive,massif,a01389170
massive,massif,a01389451
match,match,n03728437
match,match,n03728811
match,match,n03728982
match,match,n05696020
match,match,n07470671
match,match,n09900981
match,match,n13596673
match,match,v00456596
match,match,v00456740
match,match,v01081152
match,match,v01293389
match,match,v02332627
match,match,v02594674
materiel,matériel,n03730153
matinee,matinée,n06894111
matte,mat,a00283972
mauve,mauve,a00377890
mauve,mauve,n04970544
maximum,maximum,a01495725
maximum,maximum,n05124928
maximum,maximum,n08598132
maximum,maximum,n13776137
may,mai,n12627750
may,mai,n15211484
mayonnaise,mayonnaise,n07834507
medallion,médaillon,n13393059
medieval,médiéval,a01537448
medieval,médiéval,a01729157
medieval,médiéval,a02989754
mediocre,médiocre,a01128253
mediocre,médiocre,a01673061
mediocre,médiocre,a02347564
melange,mélange,n08399977
melee,mêlée,n00554200
melodic,mélodique,a01501113
melodrama,mélodrame,n07016648
meme,mème,n05985126
menagerie,ménagerie,n03745146
menagerie,ménagerie,n08456888
menhir,menhir,n03745571
mentor,mentor,n10309496
menu,menu,n05911124
menu,menu,n06492939
menu,menu,n06493392
menu,menu,n07565083
mercantile,mercantile,a00483650
mercantile,mercantile,a00483816
mercantile,mercantile,a02995482
meringue,meringue,n07621140
merle,merle,n01558594
merlon,merlon,n03750614
messidor,messidor,n15177396
metacenter,métacentre,n05866822
metacentre,métacentre,n05866822
metamorphose,métamorphoser,v00384055
meteorology,météorologie,n06118563
meteorology,météorologie,n06749729
meter,mètre,n03753077
meter,mètre,n04991738
meter,mètre,n07094093
meter,mètre,n13659162
meter,mètre,v00490586
meter,mètre,v01273974
methylene,méthylène,n14951983
metis,métis,n10313000
metre,mètre,n04991738
metre,mètre,n07094093
metre,mètre,n13659162
metric,métrique,a02020310
metric,métrique,a02995636
metric,métrique,n13577171
metric,métrique,n13604275
metric,métrique,n13784906
metro,métro,n03757138
mezzanine,mezzanine,n03758089
mezzanine,mezzanine,n03758220
microbe,microbe,n01384491
microcosm,microcosme,n05938314
microfiche,microfiche,n03759243
midi,midi,n06666030
mien,mine,n04910377
migrant,migrant,n10314952
mike,mike,n03759954
milady,milady,n10315382
mile,mile,n07469325
mile,mile,n13651218
milieu,milieu,n14513944
militarism,militarisme,n06221974
military,militaire,a01517081
military,militaire,a01518386
military,militaire,a02764251
milkshake,milk-shake,n07923297
milliard,milliard,n13752033
milligram,milligramme,n13723061
millionaire,millionnaire,n10529555
milord,milord,n10318802
mime,mime,n00550016
mime,mime,n10318892
mime,mime,v01724185
mime,mime,v01743531
minaret,minaret,n03767745
mine,mine,n03768132
mine,mine,n03768346
minimize,minimiser,v00841125
minority,minorité,n05122850
minority,minorité,n07966570
minority,minorité,n15152261
minuet,menuet,n00536778
minuet,menuet,n07056113
minuscule,minuscule,a01394180
minuscule,minuscule,a01467534
minuscule,minuscule,a01474324
minuscule,minuscule,n06350592
minuscule,minuscule,n06824757
mirage,mirage,n05940214
mirage,mirage,n11484375
misalliance,mésalliance,n13965627
miscible,miscible,a00509377
mission,mission,n00730984
mission,mission,n00731222
mission,mission,n00970645
mission,mission,n08402442
mission,mission,n08403225
missouri,missouri,n06909079
missouri,missouri,n09660958
mistral,mistral,n11482873
mobilise,mobiliser,v00270215
mobilise,mobiliser,v01088381
mobilise,mobiliser,v01097960
mode,mode,n04928903
mode,mode,n06023675
mode,mode,n06861630
mode,mode,n13801424
mode,mode,n13802634
mode,mode,n13923929
modem,modem,n03777754
modernization,modernisation,n00264913
modification,modification,n00199707
modification,modification,n03778302
modification,modification,n07296428
modification,modification,n13800801
modiste,modiste,n10162354
module,module,n03778600
module,module,n03778817
module,module,n03779000
molecule,molécule,n14585519
molecule,molécule,n14682133
mollusc,mollusque,n01940736
monarchism,monarchisme,n06219300
mongolism,mongolisme,n14159623
monocle,monocle,n03783430
monogamy,monogamie,n13966007
monolith,monolithe,n03783755
monorail,monorail,n03784053
monsieur,monsieur,n10329675
montage,montage,n03067912
moquette,moquette,n03785237
moraine,moraine,n09358907
moral,moral,a01548193
moral,moral,a01780596
moral,moral,a02035086
moral,moral,n06606044
morale,moral,n04625129
morale,moral,n14374273
morel,morille,n13032115
morgue,morgue,n03785499
moribund,moribond,a00004171
moribund,moribond,a00810764
morion,morion,n03785721
morose,morose,a01137378
morpheme,morphème,n06306233
morphine,morphine,n03786417
moselle,moselle,n07896765
mosque,mosquée,n03788195
mot juste,mot juste,n07080778
motet,motet,n07280754
motif,motif,n03789014
motif,motif,n05920272
motif,motif,n07029682
motivation,motivation,n00023773
motivation,motivation,n00070641
motivation,motivation,n14578471
moue,moue,n06877742
mouflon,mouflon,n02415829
moustache,moustache,n05262185
mouton,mouton,n07666733
muleteer,muletier,n10338094
multiple,multiple,a02215977
multiple,multiple,n05859991
municipality,municipalité,n08225581
municipality,municipalité,n08626283
muscat,muscat,n07760153
muscle,muscle,n05030418
muscle,muscle,n05198132
muscle,muscle,n05289057
muscle,muscle,n05289297
muscle,muscle,n10339350
muscle,muscle,v02019431
musculature,musculature,n05461816
musket,mousquet,n03802007
muslin,mousseline,n03802393
mustache,moustache,n05262185
mutism,mutisme,n14551986
myriad,myriade,a00301951
myriad,myriade,n13751265
myriad,myriade,n13776726
mystify,mystifier,v00518653
mystique,mystique,n04727559
nacelle,nacelle,n03804211
nacre,nacre,n14758706
naif,naïf,a02271544
nandu,nandou,n01521756
narghile,narghilé,n03533014
nasal,nasal,a01213550
nasal,nasal,a02978781
nasal,nasal,n05277532
nasal,nasal,n07119211
nationalism,nationalisme,n04878101
nationalism,nationalisme,n05965022
nationalism,nationalisme,n05965195
nationalism,nationalisme,n07485047
nee,née,a01315339
negotiation,négociation,n01266364
negotiation,négociation,n07148192
negritude,négritude,n06219415
neologism,néologisme,n00940560
neologism,néologisme,n06294441
nepotism,népotisme,n01154900
neuroleptic,neuroleptique,n03713736
neutralization,neutralisation,n00233386
neutralization,neutralisation,n00234423
neutralization,neutralisation,n00234675
neutralization,neutralisation,n13521072
new wave,new wave,n08465558
new wave,new wave,n08469917
niche,niche,n04061969
niche,niche,n13872421
nicotine,nicotine,n14714817
nigerien,nigérien,a03091080
nigerien,nigérien,n09725124
nigger,nègre,n09638009
nitrate,nitrate,n15015501
nitrate,nitrate,v00185103
nitre,nitre,n14861355
nitrogen,nitrogène,n14647235
noblesse oblige,noblesse oblige,n01130735
nocturne,nocturne,n07047679
nom de guerre,nom de guerre,n06338278
nom de plume,nom de plume,n06338653
nominate,nominer,v00879540
nominate,nominer,v02396716
nominate,nominer,v02401523
nonchalant,nonchalant,a00545746
norm,norme,n13820655
norm,norme,n13854488
norman,normand,a03092824
norman,normand,a03092958
norman,normand,n09713260
normative,normatif,a02996239
nougat,nougat,n07608339
nouvelle cuisine,nouvelle cuisine,n07571903
nuance,nuance,n06606191
nubile,nubile,a01489325
nucellus,nucelle,n11679250
numeric,numérique,a01915586
numeric,numérique,a02769933
numismatics,numismatique,n01015996
obesity,obésité,n05000342
objective,objectif,a00013442
objective,objectif,a01615180
objective,objectif,a01934026
objective,objectif,a02861997
objective,objectif,n03838298
objective,objectif,n05981230
obscure,obscur,a00534250
observant,observant,a01745517
observation,observation,n00879759
observation,observation,n01002956
observation,observation,n05703429
observation,observation,n05818741
observation,observation,n06767035
observatory,observatoire,n03688943
observatory,observatoire,n03839671
observe,observer,v00732552
observe,observer,v01020005
observe,observer,v02118933
observe,observer,v02154508
observe,observer,v02169352
observe,observer,v02455407
observe,observer,v02457233
observe,observer,v02578872
octroi,octroi,n13317422
odalisque,odalisque,n10370603
oeuvre,œuvre,n03841417
offshore,offshore,a00464399
offshore,offshore,a01381340
offshore,offshore,r00140049
ogre,ogre,n09490825
oleaginous,oléagineux,a00992432
oleaginous,oléagineux,a02181432
oleander,oléandre,n11773987
oleoresin,oléorésine,n14896441
oligarchy,oligarchie,n08362455
omelette,omelette,n07842753
omnibus,omnibus,a00528041
omnibus,omnibus,n06592844
opacity,opacité,n04703424
opacity,opacité,n04823258
opacity,opacité,n11490058
opal,opale,n14688234
opt,opter,v00679389
optician,opticien,n10380000
optimist,optimiste,n10380126
option,option,n00161243
option,option,n05790944
option,option,n13241600
orange,orange,a00378892
orange,orange,n04965179
orange,orange,n07747607
orange,orange,n12708293
orange,orange,n14991210
orangutan,orang-outan,n02480495
orb,orbe,n05316025
orb,orbe,n13899404
ordeal,ordalie,n01196477
organdy,organdi,n03854421
orgasm,orgasme,n00062133
orient,orienter,n08562243
orient,orienter,v02159197
orient,orienter,v02712914
orient,orienter,v02713184
orientalism,orientalisme,n05168063
orientalism,orientalisme,n06158185
orientation,orientation,n00891512
orientation,orientation,n01052372
orientation,orientation,n05676755
orientation,orientation,n06200344
orientation,orientation,n06208021
orientation,orientation,n13828075
orthogonal,orthogonal,a01720642
orthogonal,orthogonal,a01974979
orthogonal,orthogonal,a01976532
osier,osier,n12725521
ottawa,ottawa,n09664450
oubliette,oubliette,n03858533
ouguiya,ouguiya,n13689765
ounce,once,n02128757
ounce,once,n13719922
ounce,once,n13722522
overdose,overdose,v00085353
oxygen,oxygène,n14648100
pacifist,pacifiste,a01741953
pacifist,pacifiste,n10390199
paddock,paddock,n03874487
pagination,pagination,n06258680
paleontology,paléontologie,n06073888
palette,palette,n03878674
palette,palette,n05128370
pamphlet,pamphlet,n06409290
pamphlet,pamphlet,n06413889
panache,panache,n04812871
panda,panda,n02509815
panda,panda,n02510455
panegyric,panégyrique,a00906099
panegyric,panégyrique,n06694149
pantograph,pantographe,n03885410
papa,papa,n09988063
papillon,papillon,n02086910
parachute,parachute,n03888257
parachute,parachute,v01968275
parade,parade,n00521085
parade,parade,n08428485
parade,parade,n08460395
parade,parade,v01924505
parade,parade,v01924712
paradise,paradis,n05628939
paradise,paradis,n08565506
paralyze,paralyser,v00268477
paralyze,paralyser,v00268796
parameter,paramètre,n05859071
parameter,paramètre,n06356299
parameter,paramètre,n07328305
parasol,parasol,n03889871
parfait,parfait,n07616386
parisienne,parisienne,n09708889
parity,parité,n04748426
parity,parité,n06105314
parity,parité,n13625482
parity,parité,n13790133
parity,parité,n14047171
park,parking,n03890881
park,parking,n08615638
parmesan,parmesan,n07854348
paroxysm,paroxysme,n14082788
parquet,parquet,n03892035
parquet,parquet,n03892178
partisan,partisan,n10059582
partisan,partisan,n10402086
partner,partenaire,n09935434
partner,partenaire,n10402417
partner,partenaire,n10640620
partner,partenaire,v02332086
partner,partenaire,v02371684
parvenu,parvenu,a01642379
parvenu,parvenu,a01850862
parvenu,parvenu,n10740868
pas,pas,n00286112
pascal,pascal,n06903115
pascal,pascal,n13711303
passe-partout,passe-partout,n03896984
passive,passif,a00039592
passive,passif,a00042228
passive,passif,a02513101
passive,passif,n13803431
passport,passeport,n04673668
passport,passeport,n06500937
passport,passeport,n06691083
pastel,pastel,a00409207
pastel,pastel,a00707087
pastel,pastel,n04974575
pasteurise,pasteuriser,v00364629
pasteurize,pasteuriser,v00364629
pastiche,pastiche,n03897520
pastiche,pastiche,n07047505
pastille,pastille,n07607967
pastis,pastis,n07910538
patchouli,patchouli,n03898271
patchwork,patchwork,n05953416
pathology,pathologie,n06060845
pathology,pathologie,n14204950
patina,patine,n03899612
patrol,patrouille,n00824808
patrol,patrouille,n08216176
patrol,patrouille,n08329113
patrol,patrouille,v02454939
pauline,pauline,a02775318
pearl,perle,n04961331
pearl,perle,n13372403
pearl,perle,n13901585
pearl,perle,v01383800
pectin,pectine,n14978232
pedal,pédale,a02776174
pedal,pédale,n03903424
pedal,pédale,n06858674
pedal,pédale,v01728052
pederast,pédéraste,n10411867
peignoir,peignoir,n03817647
penalty,penalty,n05163189
penalty,penalty,n05164845
penalty,penalty,n13300555
penchant,penchant,n07498210
penguin,pingouin,n02055803
pensive,pensif,a01362950
pensive,pensif,a02419434
peptide,peptide,n14743046
percale,percale,n03914831
perception,perception,n00876874
perception,perception,n05708432
perception,perception,n05710020
perception,perception,n05836468
perception,perception,n05930136
perch,perche,n02555863
perch,perche,n02556846
perch,perche,n03914919
perch,perche,n07780173
perch,perche,n08626758
perch,perche,n13614679
perch,perche,n13650921
perch,perche,v01543731
perch,perche,v01611240
perch,perche,v01978700
performance,performance,n00047106
performance,performance,n00550771
performance,performance,n06891493
performance,performance,n13525549
pericarp,péricarpe,n11684264
peridot,péridot,n14979961
periodic,périodique,a00594004
periodic,périodique,a01967240
periodicity,périodicité,n04767805
perisperm,périsperme,n11686652
peristyle,péristyle,n03917198
persecute,persécuter,v02585489
personnel,personnel,n08118991
pertinence,pertinence,n13795180
pertinent,pertinent,a00138314
pertinent,pertinent,a01975833
peruke,perruque,n03917327
pessary,pessaire,n03189461
petiole,pétiole,n13131618
petit mal,petit mal,n14083559
petite bourgeoisie,petite bourgeoisie,n08182105
phaeton,phaéton,n04459122
philanthropic,philanthropique,a00359645
philanthropic,philanthropique,a03006699
phosphate,phosphate,n07928578
phosphate,phosphate,n14982265
photogenic,photogénique,a00168820
physiology,physiologie,n05005064
physiology,physiologie,n06080522
physique,physique,n04998530
physique,physique,n05217168
pianist,pianiste,n10430665
pickpocket,pickpocket,n10431907
picnic,pique-nique,n00575365
picnic,pique-nique,n07576438
picnic,pique-nique,n15138691
picnic,pique-nique,v01168259
pika,pika,n02328429
pile,pile,n04541136
pince-nez,pince-nez,n03941586
pinot,pinot,n13146035
pin-up,pin-up,n09972458
piolet,piolet,n03556679
pipe,pipe,n03854815
pipe,pipe,n03944672
pipe,pipe,n03945167
pipe,pipe,n03945615
pipe,pipe,n13901321
pipe,pipe,v00914420
pipe,pipe,v01670645
pipe,pipe,v01727684
pipe,pipe,v01950295
pipette,pipette,n03947111
pirogue,pirogue,n03254374
pirouette,pirouette,n00343730
pirouette,pirouette,v02048384
pistil,pistil,n11676500
piston,piston,n03948950
piton,piton,n03951068
pivot,pivot,n03951971
pixel,pixel,n03952277
plage,plage,n09393524
plan,plan,n03954199
plan,plan,n05728678
plan,plan,n05898568
plan,plan,v01638368
plan,plan,v01639714
plant,plante,n00017222
plant,plante,v00734790
plant,plante,v01371201
plant,plante,v01528821
plant,plante,v01567275
plant,plante,v02322810
plaque,plaque,n02892201
plaque,plaque,n05244239
plateau,plateau,n09453008
platitude,platitude,n07154046
playlist,playlist,n06494016
plush,peluche,a02025274
plush,peluche,n03970546
plutonic,plutonique,a01355378
poilu,poilu,n10447828
pointillism,pointillisme,n08276053
poker,poker,n00494768
poker,poker,n03975926
polemic,polémique,a00602563
polemic,polémique,n07183660
polemic,polémique,n10448670
polka,polka,n00538144
polka,polka,n07056504
polonaise,polonaise,n03978815
polytheism,polythéisme,n06224305
pomade,pommade,n03980026
pomade,pommade,v00040084
pony,poney,n02380335
pony,poney,n02382437
pony,poney,n02385098
pony,poney,n04206225
pony,poney,n06347225
pornography,pornographie,n00747215
portable,portable,a01291589
portable,portable,a01525776
portable,portable,n03985069
poseur,poseur,n10455915
position,position,n00083448
position,position,n00586262
position,position,n00722479
position,position,n01051331
position,position,n05074774
position,position,n05079866
position,position,n06196284
position,position,n06208751
position,position,n06483454
position,position,n06783265
position,position,n08621598
position,position,n08622201
position,position,n08622586
position,position,n13925752
position,position,n13945919
post,poste,n00318186
post,poste,n06264398
post,poste,n08463063
post,poste,n08624385
post,poste,v01031256
poste restante,poste restante,n08145701
poster,poster,n09854510
post-it,post-it,n06259297
postpose,postposer,v01248205
postulant,postulant,n10459882
pot,pot,n03990474
pot,pot,n03991646
pot,pot,n04446521
pot,pot,n13769033
pot-au-feu,pot-au-feu,n07593004
pouf,pouf,n03858418
pourboire,pourboire,n13298701
pragmatic,pragmatique,a01835409
pragmatic,pragmatique,a01940651
pragmatic,pragmatique,a02783085
prairial,prairial,n15177244
prairie,prairie,n08619524
praline,praline,n07608866
precaution,précaution,n04664314
precaution,précaution,n05615869
precocity,précocité,n05620294
predictive,prédictif,a01883325
prehistoric,préhistorique,a00975011
prehistoric,préhistorique,a01730909
prehistoric,préhistorique,a02946359
premiere,première,a01012855
premiere,première,n06893285
premiere,première,v01718185
premiere,première,v01718331
prescience,prescience,n05919431
president,président,n00597265
president,président,n10467179
president,président,n10467395
president,président,n10468559
president,président,n10468750
president,président,n10468962
prestidigitation,prestidigitation,n00552312
prestidigitator,prestidigitateur,n10280674
prestige,prestige,n14435809
pretentious,prétentieux,a01848355
pretentious,prétentieux,a01849288
pretentious,prétentieux,a02394975
pretext,prétexte,n04678908
pretext,prétexte,n06759776
prie-dieu,prie-dieu,n04002371
prime time,prime time,n15166897
probable,probable,a01413247
probity,probité,n04869811
procedure,procédure,n00577068
procedure,procédure,n01023636
procedure,procédure,n01023820
procedure,procédure,n06582403
profile,profil,n06516404
profile,profil,n07002599
profile,profil,n08548415
profile,profil,n08613202
profile,profil,n14434329
profile,profil,v01680913
profile,profil,v01699346
program,programme,n00551215
program,programme,n05898568
program,programme,n05899087
program,programme,n06501311
program,programme,n06568978
program,programme,n06619428
program,programme,n06676416
program,programme,n06748466
proletariat,prolétariat,n08180639
prolific,prolifique,a01082115
prolific,prolifique,a01865967
promenade,promenade,n00284101
promenade,promenade,n00291663
promenade,promenade,n00540895
promenade,promenade,n04010205
promenade,promenade,n07449316
promenade,promenade,v01919226
promenade,promenade,v01924505
promotion,promotion,n00198451
promotion,promotion,n00249780
promotion,promotion,n07247071
promotion,promotion,n07251984
prose,prose,n06376572
prose,prose,n07072434
protectionism,protectionnisme,n06658786
protein,protéine,n14728724
protestant,protestant,a00514175
protestant,protestant,a02952622
protestant,protestant,n08087570
protestant,protestant,n09679316
prototype,prototype,n05937524
provenance,provenance,n08510456
provocateur,provocateur,n09778392
provoke,provoquer,v00794079
provoke,provoquer,v01646866
provoke,provoquer,v01759326
prude,prude,n10487026
pseudonym,pseudonyme,n06338278
psychiatry,psychiatrie,n06055946
psychology,psychologie,n06136258
pterodactyl,ptérodactyle,n01723579
pub,pub,n04018399
publicity,publicité,n07247071
pudding,pudding,n07612996
pudding,pudding,n07617188
pudding,pudding,null
pullover,pull-over,n04021028
pump,pompe,n04021798
pump,pompe,n04022332
pump,pompe,n05388805
pump,pompe,v00788057
pump,pompe,v01155307
pump,pompe,v01225684
pump,pompe,v01853069
pump,pompe,v01853192
pump,pompe,v01853310
pump,pompe,v02068324
pump,pompe,v02356113
punk,punk,a02346013
punk,punk,n07065740
punk,punk,n10492894
punk,punk,n15101586
punk,punk,n15101723
puree,purée,n07651025
purist,puriste,n10494037
puritan,puritain,a01300370
puritan,puritain,n10487026
puritan,puritain,n10494373
puzzle,puzzle,n06784639
pyjama,pyjama,n03877472
pyramid,pyramide,n13343284
pyramid,pyramide,n13914837
pyramid,pyramide,v00158094
pyramid,pyramide,v01466047
pyramid,pyramide,v02246300
pyramid,pyramide,v02290756
pyroxene,pyroxène,n14693396
quadruped,quadrupède,a00241816
quadruped,quadrupède,n02156871
quantum,quantum,n05855517
quantum,quantum,n05855748
quark,quark,n07854455
quark,quark,n09401834
quarter,quartier,n08627919
quarter,quartier,n10498699
quarter,quartier,n13737480
quasar,quasar,n09402370
quatrain,quatrain,n06384480
questionnaire,questionnaire,n06474122
queue,queue,n06494816
queue,queue,n08432345
quiche,quiche,n07619594
racism,racisme,n01155044
racism,racisme,n06203758
racist,raciste,a00285905
racist,raciste,a01928283
racist,raciste,n10502950
racket,racket,n07390945
raconteur,raconteur,n09793352
radical,radical,n06300193
radical,radical,n13731530
ragout,ragoût,n07592656
raid,raid,n00976953
rail,rail,n02014941
rail,rail,n04046590
rail,rail,n04046810
rail,rail,n04047401
rail,rail,n04463679
rail,rail,v00841767
rail,rail,v00847870
rail,rail,v00911261
rail,rail,v01141271
rail,rail,v01503268
rail,rail,v01954559
rail,rail,v02031430
rail,rail,v02330407
rail,rail,v02711543
raillery,raillerie,n06777794
ramp,rampe,n04051549
ramp,rampe,n04615728
rampart,rempart,n04051825
rap,rap,n06713752
rap,rap,n07064055
rap,rap,n07141537
rap,rap,n07388987
rap,rap,v01042432
rap,rap,v01414288
rap,rap,v01715997
rap,rap,v02185373
rapid,rapide,a00979697
rapid,rapide,a00979862
rapid,rapide,n09405396
rappel,rappel,v01923058
rapporteur,rapporteur,n10507565
rapprochement,rapprochement,n01205827
ratafia,ratafia,n07911061
ration,ration,n07565725
ration,ration,n13286099
ration,ration,v02234803
ration,ration,v02234988
rationality,rationalité,n04784978
rationality,rationalité,n14379829
ravine,ravin,n09405787
reactionary,réactionnaire,a02030562
reactionary,réactionnaire,n10508475
reality,réalité,n04762355
reality,réalité,n05809878
reality,réalité,n13955461
reality,réalité,n13956097
realize,réaliser,v00591115
realize,réaliser,v00728617
realize,réaliser,v01644746
realize,réaliser,v01707495
realize,réaliser,v02244603
realize,réaliser,v02289295
rebus,rébus,n06786486
recalcitrant,récalcitrant,a00696335
recalcitrant,récalcitrant,a01614127
recidivist,récidiviste,n10511239
recidivist,récidiviste,n10511425
reciprocity,réciprocité,n13841213
reconnaissance,reconnaissance,n00984609
record,record,n13596986
recreation,récréation,n00401783
recreation,récréation,n00426928
recruit,recruter,v01098452
recruit,recruter,v02240319
recruit,recruter,v02471327
recruitment,recrutement,n01263711
recursive,récursif,a00092848
recycle,recycler,v01162425
recycle,recycler,v02052877
redoubt,redoute,n04148936
redoubtable,redoutable,a00195383
refection,réfection,n07574426
reform,réforme,n00260622
reform,réforme,n00261405
reform,réforme,n00800940
reform,réforme,v00167934
reform,réforme,v00265386
reform,réforme,v00265673
reform,réforme,v00265941
reform,réforme,v00266081
reform,réforme,v00384620
refrain,refrain,n07050177
refrain,refrain,v01196037
refugee,réfugié,n10516016
refuse,refuser,n14857151
refuse,refuser,v00797430
refuse,refuser,v02212825
refuse,refuser,v02237338
refuse,refuser,v02707800
refuse,refuser,v02755017
regale,régaler,v01176232
regime,régime,n05909585
regime,régime,n08050678
relish,relish,n05715864
relish,relish,n07491981
relish,relish,n07582441
remake,remake,n04074329
remarkable,remarquable,a01678417
remarkable,remarquable,a02163602
renaissance,renaissance,n01047803
rendezvous,rendez-vous,n01231548
rendezvous,rendez-vous,n08385717
rendezvous,rendez-vous,n08642870
rendezvous,rendez-vous,v02487226
rente,rente,n13294503
rentier,rentier,n10520964
repartee,repartie,n06777687
repechage,repêchage,n07464234
repent,repentir,v01796582
repent,repentir,v01796800
repertoire,répertoire,n08336627
repertoire,répertoire,n08336844
reportage,reportage,n06683784
reporter,reporter,n10521662
reprimand,réprimande,n06711855
republic,république,n08361329
republic,république,n08362917
republican,républicain,n10522633
reseda,réséda,n12385429
resentment,ressentiment,n07548978
reservoir,réservoir,n04078574
reservoir,réservoir,n04078747
resistance,résistance,n00202284
resistance,résistance,n00955987
resistance,résistance,n01169317
resistance,résistance,n04079933
resistance,résistance,n05213894
resistance,résistance,n08360672
